name,address,lat,lng, type
Nhà khách Tỉnh Bắc Kạn,P. Phùng Chí Kiên TP. Bắc Kạn,22.136789,105.825678,VinFast AC 11kW
VinFast Showroom Bắc Kạn,P. Sông Cầu TP. Bắc Kạn,22.151234,105.841234,VinFast DC 60kW
PVOil Pác Nặm,Xã Bộc Bố H. Pác Nặm,22.545678,105.678901,VinFast DC 30kW
Bến xe khách Bắc Kạn,P. Đức Xuân TP. Bắc Kạn,22.148901,105.838901,VinFast DC 30kW
Ba Bể Resort (Vườn Quốc gia),Xã Khang Ninh H. Ba Bể,22.401234,105.634567,Eboost AC 11kW
Bệnh viện Đa khoa Bắc Kạn,P. Nguyễn Thị Minh Khai TP. BK,22.123456,105.812345,VinFast DC 30kW
PVOil Nà Phặc,Xã Nà Phặc H. Ngân Sơn,22.345678,105.912345,VinFast DC 60kW
Quảng trường Nhà văn hóa Tỉnh,P. Sông Cầu TP. Bắc Kạn,22.153456,105.843456,VinFast AC 11kW
Mr. Linh's Homestay (Ba Bể),Thôn Cốc Tộc Xã Nam Mẫu Ba Bể,22.412345,105.612345,Eboost AC 11kW
PVOil Thanh Vận,Xã Thanh Vận H. Chợ Mới,22.012345,105.712345,VinFast DC 60kW
Chợ Đức Xuân,P. Đức Xuân TP. Bắc Kạn,22.143456,105.832345,VinFast AC 11kW
Khách sạn Green Bắc Kạn,P. Sông Cầu TP. Bắc Kạn,22.152345,105.845678,VinFast AC 11kW
PVOil Đèo Giàng,QL3 Bạch Thông,22.301234,105.890123,VinFast DC 60kW
Trạm Y tế Phường Đức Xuân,P. Đức Xuân TP. Bắc Kạn,22.141234,105.830123,VinFast AC 11kW
PVOil Cao Kỳ,Xã Cao Kỳ H. Chợ Mới,22.089012,105.789012,VinFast DC 60kW
Sân vận động Bắc Kạn,P. Nguyễn Thị Minh Khai TP. BK,22.125678,105.814567,VinFast DC 30kW
Vincom Plaza Thái Nguyên,286 Lương Ngọc Quyến TP. Thái Nguyên,21.589012,105.834567,VinFast DC 30kW
GO! Thái Nguyên (Big C),Khu dân cư số 1 Đường Việt Bắc,21.578901,105.845678,VinFast DC 60kW
PVOil Sông Công,P. Mỏ Chè TP. Sông Công,21.489012,105.856789,VinFast DC 60kW
Samsung Thái Nguyên (SEVT),KCN Yên Bình TP. Phổ Yên,21.434567,105.967890,VinFast DC 150kW
PVOil Phổ Yên,P. Ba Hàng TP. Phổ Yên,21.412345,105.890123,VinFast DC 60kW
Trạm dừng nghỉ Hải Đăng (Cao tốc),TP. Phổ Yên Thái Nguyên,21.401234,105.912345,VinFast DC 250kW
Đại học Thái Nguyên,P. Tân Thịnh TP. Thái Nguyên,21.591234,105.812345,VinFast DC 30kW
PVOil Phú Lương,Thị trấn Đu H. Phú Lương,21.689012,105.765432,VinFast DC 60kW
PVOil Đại Từ,Thị trấn Hùng Sơn H. Đại Từ,21.634567,105.623456,VinFast DC 60kW
Hồ Núi Cốc (Khu du lịch),Xã Tân Thái H. Đại Từ,21.545678,105.712345,VinFast DC 60kW
VinFast Showroom Thái Nguyên,Đường Phan Đình Phùng TP. TN,21.593456,105.838901,VinFast DC 60kW
PVOil Gang Thép,P. Trung Thành TP. Thái Nguyên,21.534567,105.867890,VinFast DC 60kW
PVOil Định Hóa,Thị trấn Chợ Chu H. Định Hóa,21.912345,105.634567,VinFast DC 60kW
PVOil Võ Nhai,Thị trấn Đình Cả H. Võ Nhai,21.789012,106.034567,VinFast DC 60kW
Khách sạn May Plaza,Đường Phan Đình Phùng TP. TN,21.595678,105.836789,VinFast DC 30kW
PVOil Đồng Hỷ,Thị trấn Trại Cau H. Đồng Hỷ,21.623456,105.945678,VinFast DC 60kW
Bệnh viện Trung ương Thái Nguyên,479 Lương Ngọc Quyến TP. TN,21.596789,105.832345,VinFast DC 30kW
Flamingo Thái Nguyên (Dự kiến),Hồ Núi Cốc Thái Nguyên,21.556789,105.723456,Eboost AC 22kW
Danko City Thái Nguyên,P. Chùa Hang TP. Thái Nguyên,21.612345,105.856789,VinFast AC 11kW
PVOil Phú Bình,Thị trấn Hương Sơn H. Phú Bình,21.489012,105.989012,VinFast DC 60kW
KCN Điềm Thụy,Xã Điềm Thụy H. Phú Bình,21.467890,105.956789,VinFast DC 150kW
Khách sạn Đông Á Plaza,Đường Hoàng Văn Thụ TP. TN,21.592345,105.841234,VinFast AC 11kW
Trạm Y tế P. Phan Thiết,TP. Thái Nguyên,21.587654,105.835678,VinFast AC 11kW
Showroom Hyundai Thái Nguyên,Đường Bắc Sơn TP. Thái Nguyên,21.576543,105.823456,VinFast DC 60kW
Nhà hát Ca múa nhạc Dân gian Việt Bắc,P. Hoàng Văn Thụ TP. TN,21.598901,105.843456,VinFast AC 11kW
Vincom Plaza Lạng Sơn,Đường Hùng Vương P. Chi Lăng TP. LS,21.845678,106.765432,VinFast DC 60kW
Cửa khẩu Quốc tế Hữu Nghị,Thị trấn Đồng Đăng H. Cao Lộc,21.967890,106.712345,VinFast DC 60kW
PVOil Chi Lăng,Quốc lộ 1A TT. Đồng Mỏ H. Chi Lăng,21.601234,106.634567,VinFast DC 150kW
Vinpearl Hotel Lạng Sơn,P. Chi Lăng TP. Lạng Sơn,21.846789,106.766789,VinFast AC 11kW
PVOil Hữu Lũng,Thị trấn Hữu Lũng H. Hữu Lũng,21.534567,106.356789,VinFast DC 60kW
PVOil Cao Lộc,Thị trấn Cao Lộc H. Cao Lộc,21.856789,106.778901,VinFast DC 60kW
Cửa khẩu Tân Thanh,Xã Tân Thanh H. Văn Lãng,21.989012,106.689012,VinFast DC 60kW
PVOil Văn Lãng,Thị trấn Na Sầm H. Văn Lãng,22.056789,106.612345,VinFast DC 60kW
PVOil Lộc Bình,Thị trấn Lộc Bình H. Lộc Bình,21.767890,106.912345,VinFast DC 60kW
Khu du lịch Mẫu Sơn,Xã Mẫu Sơn H. Lộc Bình,21.834567,106.945678,VinFast AC 11kW
PVOil Tràng Định,Thị trấn Thất Khê H. Tràng Định,22.289012,106.456789,VinFast DC 60kW
PVOil Bắc Sơn,Thị trấn Bắc Sơn H. Bắc Sơn,21.912345,106.323456,VinFast DC 60kW
PVOil Đình Lập,Thị trấn Đình Lập H. Đình Lập,21.545678,107.089012,VinFast DC 60kW
VinFast Showroom Lạng Sơn,Quốc lộ 1A TP. Lạng Sơn,21.832345,106.756789,VinFast DC 60kW
Khách sạn Four Points by Sheraton,2 Trần Hưng Đạo P. Chi Lăng,21.844567,106.764567,VinFast DC 30kW
PVOil Bình Gia,Thị trấn Bình Gia H. Bình Gia,22.012345,106.412345,VinFast DC 60kW
PVOil Văn Quan,Thị trấn Văn Quan H. Văn Quan,21.878901,106.567890,VinFast DC 60kW
Cửa khẩu Chi Ma,Xã Yên Khoái H. Lộc Bình,21.689012,107.012345,VinFast DC 30kW
Đền Kỳ Cùng (Bãi xe),P. Vĩnh Trại TP. Lạng Sơn,21.851234,106.758901,VinFast AC 11kW
Chợ Đông Kinh,P. Vĩnh Trại TP. Lạng Sơn,21.849012,106.761234,VinFast DC 30kW
Khu đô thị Phú Lộc 4,P. Hoàng Văn Thụ TP. Lạng Sơn,21.843456,106.753456,VinFast AC 11kW
Khách sạn Mường Thanh Lạng Sơn,68 Ngô Quyền P. Vĩnh Trại,21.850123,106.763456,VinFast DC 30kW
Bệnh viện Đa khoa Lạng Sơn,P. Tam Thanh TP. Lạng Sơn,21.856789,106.745678,VinFast DC 30kW
Ga Lạng Sơn,P. Vĩnh Trại TP. Lạng Sơn,21.847890,106.759012,VinFast AC 11kW
Trạm dừng nghỉ Chi Lăng (Mới),Cao tốc Bắc Giang - Lạng Sơn,21.589012,106.456789,VinFast DC 150kW
Vincom Plaza Bắc Giang,43 Ngô Gia Tự P. Trần Phú TP. BG,21.278901,106.189012,VinFast DC 30kW
GO! Bắc Giang (Big C),Xã Tân Tiến TP. Bắc Giang,21.267890,106.201234,VinFast DC 60kW
KCN Vân Trung,Xã Vân Trung H. Việt Yên,21.323456,106.089012,VinFast DC 150kW
KCN Quang Châu,Xã Quang Châu H. Việt Yên,21.201234,106.123456,VinFast DC 150kW
PVOil Việt Yên,Thị trấn Bích Động H. Việt Yên,21.278901,106.112345,VinFast DC 60kW
PVOil Yên Dũng,Thị trấn Nham Biền H. Yên Dũng,21.234567,106.245678,VinFast DC 60kW
PVOil Lạng Giang,Thị trấn Vôi H. Lạng Giang,21.367890,106.267890,VinFast DC 150kW
PVOil Lục Nam,Thị trấn Đồi Ngô H. Lục Nam,21.312345,106.389012,VinFast DC 60kW
PVOil Lục Ngạn,Thị trấn Chũ H. Lục Ngạn,21.367890,106.567890,VinFast DC 60kW
PVOil Hiệp Hòa,Thị trấn Thắng H. Hiệp Hòa,21.345678,105.989012,VinFast DC 60kW
VinFast Showroom Bắc Giang,Đường Hùng Vương TP. Bắc Giang,21.281234,106.205678,VinFast DC 60kW
PVOil Sơn Động,Thị trấn An Châu H. Sơn Động,21.289012,106.890123,VinFast DC 60kW
PVOil Yên Thế,Thị trấn Phồn Xương H. Yên Thế,21.523456,106.156789,VinFast DC 60kW
Mường Thanh Grand Bắc Giang,P. Ngô Quyền TP. Bắc Giang,21.275678,106.198901,VinFast DC 30kW
KCN Đình Trám,Xã Hồng Thái H. Việt Yên,21.301234,106.101234,VinFast DC 150kW
Legacy Hill Resort (Yên Thế),Bản Ven Yên Thế,21.501234,106.134567,Eboost AC 11kW
Sân Golf Yên Dũng,Xã Tiền Phong H. Yên Dũng,21.212345,106.289012,VinFast AC 11kW
Bệnh viện Đa khoa Bắc Giang,P. Hoàng Văn Thụ TP. Bắc Giang,21.286789,106.195678,VinFast DC 30kW
Khách sạn Ravatel,1 Hùng Vương TP. Bắc Giang,21.280123,106.204567,VinFast AC 11kW
PVOil Tân Yên,Thị trấn Cao Thượng H. Tân Yên,21.412345,106.112345,VinFast DC 60kW
Chùa Vĩnh Nghiêm (Bãi xe),Xã Trí Yên H. Yên Dũng,21.234567,106.345678,VinFast AC 11kW
Quảng trường 3/2,P. Hoàng Văn Thụ TP. Bắc Giang,21.282345,106.196789,VinFast AC 11kW
Vincom Shophouse Bắc Giang,Đường Ngô Gia Tự TP. Bắc Giang,21.277890,106.188901,VinFast AC 11kW
PVOil Song Mai,Xã Song Mai TP. Bắc Giang,21.301234,106.178901,VinFast DC 60kW
KCN Song Khê - Nội Hoàng,Xã Song Khê TP. Bắc Giang,21.256789,106.167890,VinFast DC 150kW
Vincom Plaza Hạ Long,Cột Đồng Hồ Bạch Đằng TP. Hạ Long,20.954320,107.087650,VinFast DC 60kW
Vinpearl Resort & Spa Hạ Long,Đảo Rều Bãi Cháy TP. Hạ Long,20.945670,107.034560,VinFast AC 11kW
Sun World Hạ Long Complex,Đường Hạ Long Bãi Cháy TP. Hạ Long,20.951230,107.028900,VinFast DC 60kW
PVOil Cái Lân,KCN Cái Lân Giếng Đáy Hạ Long,20.976540,107.056780,VinFast DC 150kW
Sân bay Quốc tế Vân Đồn,Xã Đoàn Kết H. Vân Đồn,21.112340,107.412340,VinFast DC 60kW
Vincom Plaza Móng Cái,Đại lộ Hòa Bình Trần Phú Móng Cái,21.534560,107.967890,VinFast DC 30kW
FLC Ha Long Bay Golf Club,Nguyễn Văn Cừ Hồng Hải Hạ Long,20.958760,107.094560,VinFast AC 11kW
PVOil Cẩm Phả,Trần Phú Cẩm Thạch TP. Cẩm Phả,21.012340,107.265430,VinFast DC 60kW
Cảng tàu khách Quốc tế Tuần Châu,Đảo Tuần Châu TP. Hạ Long,20.934560,106.998760,VinFast DC 60kW
Bảo tàng Quảng Ninh,Trần Quốc Nghiễn Hồng Hải Hạ Long,20.947890,107.095670,VinFast DC 30kW
PVOil Uông Bí,Quang Trung TP. Uông Bí,21.034560,106.778900,VinFast DC 60kW
Yên Tử Legacy (MGallery),Thượng Yên Công TP. Uông Bí,21.134560,106.712340,VinFast DC 30kW
Trạm dừng nghỉ Quảng Ninh,Cao tốc Vân Đồn - Móng Cái,21.345670,107.789010,VinFast DC 250kW
VinFast Showroom Cẩm Phả,530 Trần Phú Cẩm Thành Cẩm Phả,21.013450,107.264560,VinFast DC 60kW
PVOil Đông Triều,TX. Đông Triều Quảng Ninh,21.087650,106.567890,VinFast DC 60kW
Mường Thanh Luxury Quảng Ninh,Bãi Cháy TP. Hạ Long,20.952340,107.031230,VinFast DC 30kW
Sun Premier Village,Bãi Cháy TP. Hạ Long,20.953450,107.035670,Eboost AC 22kW
Citadines Marina Halong,Bán đảo 3 Marina Halong Hùng Thắng,20.961230,107.012340,Eboost AC 22kW
PVOil Tiên Yên,TT. Tiên Yên H. Tiên Yên,21.312340,107.401230,VinFast DC 60kW
Vinhomes Dragon Bay,1 Bến Đoan Hồng Gai Hạ Long,20.948900,107.076540,VinFast AC 11kW
Vincom Shophouse Móng Cái,Trần Phú Móng Cái,21.536789,107.965678,VinFast AC 11kW
PVOil Hải Hà,TT. Quảng Hà H. Hải Hà,21.456789,107.756789,VinFast DC 60kW
PVOil Đầm Hà,TT. Đầm Hà H. Đầm Hà,21.389012,107.634567,VinFast DC 60kW
Khách sạn Wyndham Legend,12 Hạ Long Bãi Cháy TP. Hạ Long,20.954567,107.045678,VinFast DC 30kW
Onsen Quang Hanh (Yoko),P. Quang Hanh TP. Cẩm Phả,20.998901,107.212345,VinFast DC 60kW
Vincom Plaza Chí Linh,TT. Sao Đỏ TP. Chí Linh,21.112345,106.389012,VinFast DC 30kW
Vincom Shophouse Hải Dương,P. Lê Thanh Nghị TP. Hải Dương,20.934567,106.323456,VinFast AC 11kW
Trạm dừng nghỉ V52 (Cao tốc),Xã Gia Khánh H. Gia Lộc,20.890123,106.289012,VinFast DC 250kW
PVOil Hải Dương,Đại lộ Nguyễn Lương Bằng TP. HD,20.945678,106.312345,VinFast DC 60kW
Ford Hải Dương,Ngô Quyền P. Cẩm Thượng TP. HD,20.956789,106.334567,VinFast DC 60kW
Ecopark Hải Dương (Ecorivers),P. Hải Tân TP. Hải Dương,20.923456,106.345678,VinFast AC 11kW
PVOil Cẩm Giàng,TT. Lai Cách H. Cẩm Giàng,20.967890,106.267890,VinFast DC 60kW
PVOil Kim Thành,Xã Cổ Dũng H. Kim Thành,20.956789,106.412345,VinFast DC 60kW
PVOil Nam Sách,TT. Nam Sách H. Nam Sách,21.012345,106.345678,VinFast DC 60kW
PVOil Kinh Môn,P. An Lưu Thị xã Kinh Môn,21.034567,106.523456,VinFast DC 60kW
PVOil Ninh Giang,TT. Ninh Giang H. Ninh Giang,20.734567,106.389012,VinFast DC 60kW
PVOil Thanh Miện,TT. Thanh Miện H. Thanh Miện,20.789012,106.234567,VinFast DC 60kW
PVOil Bình Giang,TT. Kẻ Sặt H. Bình Giang,20.912345,106.123456,VinFast DC 60kW
PVOil Tứ Kỳ,TT. Tứ Kỳ H. Tứ Kỳ,20.845678,106.456789,VinFast DC 60kW
Khách sạn Nam Cường Hải Dương,Đại lộ 30/10 P. Tứ Minh,20.938901,106.298901,VinFast DC 30kW
GO! Hải Dương (Big C),P. Nhị Châu TP. Hải Dương,20.951234,106.325678,VinFast DC 60kW
VinFast Showroom Hải Dương,208 Nguyễn Lương Bằng TP. HD,20.942345,106.310123,VinFast DC 60kW
Sân Golf Chí Linh,P. Sao Đỏ TP. Chí Linh,21.123456,106.401234,VinFast AC 11kW
Côn Sơn - Kiếp Bạc (Bãi xe),TP. Chí Linh Hải Dương,21.145678,106.434567,VinFast AC 11kW
KCN Đại An,P. Tứ Minh TP. Hải Dương,20.936789,106.289012,VinFast DC 150kW
Bệnh viện Đa khoa Hải Dương,P. Thanh Bình TP. Hải Dương,20.928901,106.318901,VinFast DC 30kW
Khách sạn Purple Lotus,Trường Chinh P. Tân Bình,20.932345,106.308901,VinFast AC 11kW
PVOil Thanh Hà,TT. Thanh Hà H. Thanh Hà,20.923456,106.423456,VinFast DC 60kW
Nhà Thi đấu Hải Dương,P. Hải Tân TP. Hải Dương,20.925678,106.334567,VinFast AC 11kW
PVOil Gia Lộc,TT. Gia Lộc H. Gia Lộc,20.878901,106.290123,VinFast DC 60kW
Vinhomes Ocean Park 2 (The Empire),Xã Nghĩa Trụ H. Văn Giang,20.967890,106.012345,VinFast DC 150kW
Vinhomes Ocean Park 3 (The Crown),Xã Tân Quang H. Văn Lâm,20.978901,106.023456,VinFast DC 150kW
Ecopark (Khu Rừng Cọ),Xã Xuân Quan H. Văn Giang,20.985678,105.923456,VinFast AC 11kW
Ecopark (Khu Aquabay),Xã Phụng Công H. Văn Giang,20.965432,105.934567,VinFast DC 60kW
Vincom Plaza Hưng Yên,P. Hiến Nam TP. Hưng Yên,20.654321,106.056789,VinFast DC 30kW
PVOil Phố Nối,TT. Bần Yên Nhân H. Mỹ Hào,20.923456,106.067890,VinFast DC 60kW
KCN Thăng Long II,H. Yên Mỹ Hưng Yên,20.901234,106.034567,VinFast DC 150kW
PVOil Khoái Châu,TT. Khoái Châu H. Khoái Châu,20.845678,105.989012,VinFast DC 60kW
PVOil Kim Động,TT. Lương Bằng H. Kim Động,20.734567,106.045678,VinFast DC 60kW
PVOil Tiên Lữ,TT. Vương H. Tiên Lữ,20.689012,106.123456,VinFast DC 60kW
PVOil Phù Cừ,TT. Trần Cao H. Phù Cừ,20.712345,106.234567,VinFast DC 60kW
PVOil Văn Lâm,TT. Như Quỳnh H. Văn Lâm,20.989012,105.989012,VinFast DC 60kW
PVOil Ân Thi,TT. Ân Thi H. Ân Thi,20.823456,106.156789,VinFast DC 60kW
VinFast Showroom Hưng Yên,Số 1 Nguyễn Văn Linh TP. Hưng Yên,20.651234,106.058901,VinFast DC 60kW
Trạm dừng nghỉ Hưng Yên (Cao tốc),Xã Lý Thường Kiệt H. Yên Mỹ,20.867890,106.012345,VinFast DC 250kW
Vincom Shophouse Phố Nối,TT. Bần Yên Nhân Mỹ Hào,20.925678,106.071234,VinFast AC 11kW
Ecopark (Khu West Bay),Xã Phụng Công H. Văn Giang,20.963456,105.932345,VinFast AC 11kW
Bệnh viện Đa khoa Phố Nối,TT. Bần Yên Nhân Mỹ Hào,20.921234,106.065432,VinFast DC 30kW
Khách sạn Hưng Thái,P. An Tảo TP. Hưng Yên,20.667890,106.052345,VinFast DC 30kW
Khu đô thị Ecopark Grand,Xã Xuân Quan H. Văn Giang,20.976543,105.928901,Eboost AC 22kW
Quảng trường TP Hưng Yên,P. Hiến Nam TP. Hưng Yên,20.655678,106.054567,VinFast AC 11kW
PVOil Yên Mỹ,TT. Yên Mỹ H. Yên Mỹ,20.890123,106.023456,VinFast DC 60kW
Chợ Bao Bì,TT. Bần Yên Nhân Mỹ Hào,20.926789,106.068901,VinFast AC 11kW
Đại học Sư phạm Kỹ thuật Hưng Yên,TT. Khoái Châu Hưng Yên,20.843456,105.987890,VinFast DC 30kW
Sân vận động PVF,Xã Long Hưng H. Văn Giang,20.956789,106.045678,VinFast DC 60kW
Vincom Plaza Phủ Lý,42 Biên Hòa P. Minh Khai TP. Phủ Lý,20.543210,105.912345,VinFast DC 30kW
Mường Thanh Luxury Hà Nam,KCN Đồng Văn Thị xã Duy Tiên,20.623456,105.945678,VinFast DC 30kW
Trạm dừng nghỉ Liêm Tuyền (Cao tốc),P. Liêm Tuyền TP. Phủ Lý,20.523456,105.956789,VinFast DC 250kW
PVOil Đồng Văn,TT. Đồng Văn Thị xã Duy Tiên,20.634567,105.934567,VinFast DC 150kW
Chùa Tam Chúc (Bãi xe),TT. Ba Sao H. Kim Bảng,20.534567,105.823456,VinFast DC 60kW
PVOil Phủ Lý,P. Lê Hồng Phong TP. Phủ Lý,20.556789,105.923456,VinFast DC 60kW
VinFast Showroom Hà Nam,Quốc lộ 1A TP. Phủ Lý,20.548901,105.918901,VinFast DC 60kW
PVOil Bình Lục,TT. Bình Mỹ H. Bình Lục,20.512345,106.034567,VinFast DC 60kW
PVOil Lý Nhân,TT. Vĩnh Trụ H. Lý Nhân,20.589012,106.089012,VinFast DC 60kW
PVOil Thanh Liêm,TT. Tân Thanh H. Thanh Liêm,20.489012,105.945678,VinFast DC 60kW
Khách sạn Vinpearl Condotel Phủ Lý,P. Minh Khai TP. Phủ Lý,20.542345,105.913456,VinFast AC 11kW
KCN Châu Sơn,P. Châu Sơn TP. Phủ Lý,20.534567,105.890123,VinFast DC 150kW
Bệnh viện Bạch Mai cơ sở 2,P. Lam Hạ TP. Phủ Lý,20.567890,105.934567,VinFast DC 30kW
Bệnh viện Việt Đức cơ sở 2,P. Liêm Tuyền TP. Phủ Lý,20.565432,105.936789,VinFast DC 30kW
Sân Golf Kim Bảng (Stone Valley),TT. Ba Sao H. Kim Bảng,20.523456,105.845678,VinFast AC 11kW
Melia Vinpearl Phủ Lý,60 Biên Hòa P. Minh Khai,20.541234,105.914567,VinFast DC 30kW
PVOil Hòa Mạc,TT. Hòa Mạc TX. Duy Tiên,20.656789,105.978901,VinFast DC 60kW
Nhà thi đấu Hà Nam,Xã Tiên Hiệp TP. Phủ Lý,20.554321,105.925678,VinFast AC 11kW
Khách sạn Inco 515.9,Đường Lê Hoàn TP. Phủ Lý,20.546789,105.916789,VinFast AC 11kW
PVOil Duy Tiên,P. Hoàng Đông TX. Duy Tiên,20.612345,105.923456,VinFast DC 60kW
GO! Hà Nam (Big C),P. Lam Hạ TP. Phủ Lý,20.561234,105.931234,VinFast DC 60kW
Khu đô thị River Silk City,P. Liêm Chính TP. Phủ Lý,20.538901,105.934567,VinFast AC 11kW
PVOil Nhật Tựu,Xã Nhật Tựu H. Kim Bảng,20.601234,105.867890,VinFast DC 60kW
Đền Trần Thương (Bãi xe),Xã Trần Hưng Đạo H. Lý Nhân,20.623456,106.101234,VinFast AC 11kW
Chợ Bầu,P. Minh Khai TP. Phủ Lý,20.544567,105.911234,VinFast AC 11kW
Vincom Plaza Hà Tĩnh,Hà Huy Tập P. Hà Huy Tập TP. Hà Tĩnh,18.345678,105.901234,VinFast DC 30kW
Vinpearl Discovery Hà Tĩnh,Xã Thịnh Lộc H. Lộc Hà,18.456789,105.923456,VinFast AC 11kW
Vinpearl Hotel Hà Tĩnh,Hàm Nghi P. Hà Huy Tập TP. Hà Tĩnh,18.346789,105.902345,VinFast DC 60kW
PVOil Vũng Áng,KKT Vũng Áng TX. Kỳ Anh,18.067890,106.289012,VinFast DC 150kW
PVOil Cẩm Xuyên,TT. Cẩm Xuyên H. Cẩm Xuyên,18.256789,106.012345,VinFast DC 60kW
PVOil Hồng Lĩnh,TX. Hồng Lĩnh Hà Tĩnh,18.534567,105.712345,VinFast DC 60kW
PVOil Hương Sơn,TT. Phố Châu H. Hương Sơn,18.567890,105.389012,VinFast DC 60kW
PVOil Hương Khê,TT. Hương Khê H. Hương Khê,18.178901,105.712345,VinFast DC 60kW
PVOil Can Lộc,TT. Nghèn H. Can Lộc,18.423456,105.789012,VinFast DC 60kW
PVOil Đức Thọ,TT. Đức Thọ H. Đức Thọ,18.545678,105.567890,VinFast DC 60kW
PVOil Nghi Xuân,TT. Xuân An H. Nghi Xuân,18.654321,105.678901,VinFast DC 60kW
PVOil Thạch Hà,TT. Thạch Hà H. Thạch Hà,18.367890,105.867890,VinFast DC 60kW
Mường Thanh Luxury Xuân Thành,Xã Xuân Thành H. Nghi Xuân,18.623456,105.765432,VinFast DC 30kW
Biển Thiên Cầm (Khách sạn Thiên Ý),TT. Thiên Cầm H. Cẩm Xuyên,18.289012,106.089012,VinFast AC 11kW
VinFast Showroom Hà Tĩnh,157 Hà Huy Tập TP. Hà Tĩnh,18.342345,105.903456,VinFast DC 60kW
PVOil Kỳ Anh,P. Sông Trí TX. Kỳ Anh,18.089012,106.267890,VinFast DC 60kW
KCN Gia Lách,TT. Xuân An H. Nghi Xuân,18.645678,105.689012,VinFast DC 150kW
Khách sạn BMC Hà Tĩnh,6 Phan Đình Phùng TP. Hà Tĩnh,18.347890,105.906789,VinFast DC 30kW
Ngã ba Đồng Lộc (Bãi xe),Xã Đồng Lộc H. Can Lộc,18.389012,105.678901,VinFast AC 11kW
Bệnh viện Đa khoa Hà Tĩnh,P. Bắc Hà TP. Hà Tĩnh,18.351234,105.904567,VinFast DC 30kW
Cửa khẩu Cầu Treo,Xã Sơn Kim 1 H. Hương Sơn,18.378901,105.156789,VinFast DC 30kW
Quỳnh Viên Resort,Xã Thạch Hải H. Thạch Hà,18.390123,105.989012,Eboost AC 11kW
PVOil Vũ Quang,TT. Vũ Quang H. Vũ Quang,18.434567,105.456789,VinFast DC 30kW
Sân vận động Hà Tĩnh,P. Nam Hà TP. Hà Tĩnh,18.334567,105.908901,VinFast AC 11kW
PVOil Lộc Hà,TT. Lộc Hà H. Lộc Hà,18.401234,105.934567,VinFast DC 60kW
Vincom Plaza Đồng Hới,P. Hải Đình TP. Đồng Hới,17.467890,106.612345,VinFast DC 30kW
Mường Thanh Luxury Nhật Lệ,121 Trương Pháp TP. Đồng Hới,17.489012,106.623456,VinFast DC 30kW
PVOil Bố Trạch (Phong Nha),TT. Hoàn Lão H. Bố Trạch,17.567890,106.523456,VinFast DC 60kW
Sun Spa Resort,Mỹ Cảnh Bảo Ninh TP. Đồng Hới,17.478901,106.634567,VinFast AC 11kW
Gold Coast Hotel Resort,Võ Nguyên Giáp Bảo Ninh,17.456789,106.645678,VinFast AC 11kW
PVOil Ba Đồn,TX. Ba Đồn Quảng Bình,17.756789,106.423456,VinFast DC 60kW
PVOil Quảng Trạch,Xã Quảng Đông H. Quảng Trạch,17.890123,106.456789,VinFast DC 150kW
PVOil Lệ Thủy,TT. Kiến Giang H. Lệ Thủy,17.212345,106.789012,VinFast DC 60kW
PVOil Quảng Ninh,TT. Quán Hàu H. Quảng Ninh,17.412345,106.656789,VinFast DC 60kW
Động Thiên Đường (Bãi xe),Xã Sơn Trạch H. Bố Trạch,17.534567,106.234567,VinFast DC 30kW
VinFast Showroom Quảng Bình,Quang Trung P. Phú Hải TP. ĐH,17.451234,106.608901,VinFast DC 60kW
PVOil Tuyên Hóa,TT. Đồng Lê H. Tuyên Hóa,17.967890,106.056789,VinFast DC 60kW
PVOil Minh Hóa,TT. Quy Đạt H. Minh Hóa,17.823456,105.989012,VinFast DC 60kW
Sân bay Đồng Hới,Xã Lộc Ninh TP. Đồng Hới,17.512345,106.589012,VinFast DC 60kW
Celina Peninsula Resort,Võ Nguyên Giáp Bảo Ninh,17.465432,106.638901,Eboost AC 22kW
Biển Đá Nhảy (Bãi xe),Xã Hải Trạch H. Bố Trạch,17.656789,106.543210,VinFast AC 11kW
Vũng Chùa - Đảo Yến,Xã Quảng Đông H. Quảng Trạch,17.912345,106.467890,VinFast AC 11kW
Khách sạn Tân Bình,4 Lê Văn Hưu TP. Đồng Hới,17.471234,106.615678,VinFast AC 11kW
PVOil Bắc Lý,P. Bắc Lý TP. Đồng Hới,17.489012,106.598901,VinFast DC 60kW
Khu du lịch Ozo Park,VQG Phong Nha Kẻ Bàng,17.589012,106.289012,Eboost AC 11kW
Melia Vinpearl Quảng Bình,Quách Xuân Kỳ TP. Đồng Hới,17.470123,106.617890,VinFast DC 30kW
Bến xe Đồng Hới,P. Đức Ninh Đông TP. Đồng Hới,17.462345,106.601234,VinFast DC 30kW
Nhà hàng Chang Chang,198 Trần Hưng Đạo TP. Đồng Hới,17.475678,106.613456,VinFast AC 11kW
PVOil Cha Lo (Cửa khẩu),Xã Dân Hóa H. Minh Hóa,17.701234,105.789012,VinFast DC 30kW
Chợ Đồng Hới,P. Hải Đình TP. Đồng Hới,17.469012,106.619012,VinFast AC 11kW
Vincom Plaza Đông Hà,1 Hùng Vương P. 1 TP. Đông Hà,16.812345,107.101234,VinFast DC 30kW
Mường Thanh Grand Quảng Trị,68 Lê Duẩn P. 2 TP. Đông Hà,16.805678,107.098901,VinFast DC 30kW
